conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,opened_at,full_text_formal,full_text_formal_stop,full_text_formal_stop_stanza,full_text_formal_stop_stem,sentiment_result,sentiment,sentiment_score
1855802161839640791,Wed Nov 13 01:19:56 +0000 2024,0,hasil kurikulum merdeka !,1856507254205493620,,Boediantar4,in,,0,0,0,https://x.com/NASRULZ1/status/1856507254205493620,728326752745848832,NASRULZ1,2024-12-06 16:30:44.672336,hasil kurikulum merdeka !,hasil kurikulum merdeka !,hasil !,hasil kurikulum merdeka,"{'label': 'negative', 'score': 0.9963085055351257}",negative,0.9963085055351257
1856270025633739127,Wed Nov 13 00:48:03 +0000 2024,2,benahi kurikulum yang ada kalo perlu kembalikan mapel pmp sangat dibutuhkan saat ini. enggak tambah belum banyak manfaatnya. bikin ribet saja. kurikulum merdeka saja masih carut marut dan beres. mau nambahin lagi dengan beban baru...,1856499233085645118,,kegblgnunfaedh,in,Indonesia,0,0,0,https://x.com/sari_arwita/status/1856499233085645118,1508602852276846592,sari_arwita,2024-12-06 16:30:44.672336,benahi kurikulum yang ada kalo perlu kembalikan mapel pmp sangat dibutuhkan saat ini. enggak tambah belum banyak manfaatnya. bikin ribet saja. kurikulum merdeka saja masih carut marut dan beres. mau nambahin lagi dengan beban baru...,benahi kurikulum ada kembalikan mapel pmp dibutuhkan manfaatnya. ribet kurikulum merdeka carut marut beres. nambahin beban ,benahi mbali mapel pmp butuh manfaat . ribet carut marut beres . nambahin beban,benah kurikulum ada kembali mapel pmp butuh manfaat ribet kurikulum merdeka carut marut beres nambahin beban,"{'label': 'negative', 'score': 0.9978189468383789}",negative,0.9978189468383789
1856498463296631102,Wed Nov 13 00:45:00 +0000 2024,5,pakar kebijakan pendidikan anita lie mengatakan aspek baik dari kurikulum merdeka dapat dilanjutkan sisanya disesuaikan sesuai konteks setempat. via,1856498463296631102,,,in,,1,0,3,https://x.com/detikcom/status/1856498463296631102,69183155,detikcom,2024-12-06 16:30:44.672336,pakar kebijakan pendidikan anita lie mengatakan aspek baik dari kurikulum merdeka dapat dilanjutkan sisanya disesuaikan sesuai konteks setempat. via,pakar kebijakan pendidikan anita lie aspek kurikulum merdeka dilanjutkan sisanya disesuaikan sesuai konteks via,pakar bijak didik anita lie aspek sisa sesuai sesuai konteks via,pakar bijak didik anita lie aspek kurikulum merdeka lanjut sisa sesuai sesuai konteks via,"{'label': 'neutral', 'score': 0.996004045009613}",neutral,0.996004045009613
1855802161839640791,Wed Nov 13 00:40:23 +0000 2024,0,hasil dari revolusi mental dan kurikulum merdeka kah ini? jangan-jangan enggak sulit lagi jadi pki kalau sudah begini.,1856497303428968798,,Boediantar4,in,Indonesia,0,0,0,https://x.com/indonesiaeffort/status/1856497303428968798,1664602487469514752,indonesiaeffort,2024-12-06 16:30:44.672336,hasil dari revolusi mental dan kurikulum merdeka kah ini? jangan-jangan enggak sulit lagi jadi pki kalau sudah begini.,hasil revolusi mental kurikulum merdeka kah sulit pki ,hasil revolusi mental kah sulit pki,hasil revolusi mental kurikulum merdeka kah sulit pki,"{'label': 'negative', 'score': 0.9802008867263794}",negative,0.9802008867263794
1856270025633739127,Wed Nov 13 00:10:03 +0000 2024,0,di kurikulum merdeka ada namanya jadi informatika bukan tik,1856489668457721899,,WaeHabib48202,in,,0,0,0,https://x.com/jeruksunkistt/status/1856489668457721899,883541704799735808,jeruksunkistt,2024-12-06 16:30:44.672336,di kurikulum merdeka ada namanya jadi informatika bukan tik,di kurikulum merdeka ada namanya informatika tik,nama informatika tik,di kurikulum merdeka ada nama informatika tik,"{'label': 'neutral', 'score': 0.9984167814254761}",neutral,0.9984167814254761
1856488088161370448,Wed Nov 13 00:03:46 +0000 2024,0,menteri mu ti menjelaskan kajian saat ini menyangkut pendekatan pendidikan termasuk deep learning bukan perubahan struktural pada kurikulum. isu menggantikan kurikulum merdeka hanya sekadar isu liar di media sosial,1856488088161370448,,,in,"Bandung, Indonesia",0,1,0,https://x.com/prajnamu/status/1856488088161370448,43258431,prajnamu,2024-12-06 16:30:44.672336,menteri mu ti menjelaskan kajian saat ini menyangkut pendekatan pendidikan termasuk deep learning bukan perubahan struktural pada kurikulum. isu menggantikan kurikulum merdeka hanya sekadar isu liar di media sosial,menteri mu ti kajian pendekatan pendidikan deep learning perubahan struktural kurikulum. isu menggantikan kurikulum merdeka isu liar media sosial,menteri ti kaji didik deep learning ubah struktural . isu ganti isu liar media sosial,menteri mu ti kaji dekat didik deep learning ubah struktural kurikulum isu ganti kurikulum merdeka isu liar media sosial,"{'label': 'neutral', 'score': 0.9722927212715149}",neutral,0.9722927212715149
1856467604241887281,Tue Nov 12 22:42:23 +0000 2024,3,hasil dari kurikulum merdeka era menteri nadiem makarim,1856467604241887281,https://pbs.twimg.com/ext_tw_video_thumb/1856466939629187074/pu/img/vA_ELNrYZTyu_Llw.jpg,,in,,0,0,2,https://x.com/ABjodohComeback/status/1856467604241887281,1717201992567939072,ABjodohComeback,2024-12-06 16:30:44.672336,hasil dari kurikulum merdeka era menteri nadiem makarim,hasil kurikulum merdeka era menteri nadiem makarim,hasil era menteri nadiem makarim,hasil kurikulum merdeka era menteri nadiem makarim,"{'label': 'neutral', 'score': 0.9988504648208618}",neutral,0.9988504648208618
1856109876164079827,Tue Nov 12 14:13:51 +0000 2024,0,yang sebelah kanan (kurikulum merdeka) namanya place-value. semua metode baik untuk dipelajari dan ada fungsinya masing-masing. place-value membantu logika berpikir lebih mudah dikerjakan.,1856339629210755126,,gadisssmelayu,in,Nusantara,1,0,0,https://x.com/WartegPikiran/status/1856339629210755126,1760008542285856768,WartegPikiran,2024-12-06 16:30:44.672336,yang sebelah kanan (kurikulum merdeka) namanya place-value. semua metode baik untuk dipelajari dan ada fungsinya masing-masing. place-value membantu logika berpikir lebih mudah dikerjakan.,yang sebelah kanan (kurikulum merdeka) namanya place-value. metode dipelajari ada fungsinya place-value membantu logika berpikir mudah ,sebelah kanan ( ) nama place . metode pelajar fungsi place bantu logika pikir mudah,yang belah kanan kurikulum merdeka nama place-value metode ajar ada fungsi place-value bantu logika pikir mudah,"{'label': 'positive', 'score': 0.9982160925865173}",positive,0.9982160925865173
1856316943722263023,Tue Nov 12 14:10:46 +0000 2024,1,itu materi fungsi kak disekolahku pakai kurikulum cambridge campur merdeka juga ( tapi lebih banyak sih ) jadi makanya belajarnya b ing ini materi buat as &amp; a levels,1856338855479390257,,aristocatzgf,in,09l,0,0,0,https://x.com/gyubiukie/status/1856338855479390257,1798727734728003585,gyubiukie,2024-12-06 16:30:44.672336,itu materi fungsi kak disekolahku pakai kurikulum cambridge campur merdeka juga ( tetapilebih banyak sih ) jadi makanya belajarnya b ing ini materi buat as &amp; a levels,itu materi fungsi disekolahku pakai kurikulum cambridge campur merdeka tetapilebih belajarnya b ing materi as &amp; a levels,materi fungsi disekolahku pagai cambridge campur tetapilebih belajar b ing materi as &amp ; a levels,itu materi fungsi sekolah pakai kurikulum cambridge campur merdeka tetapilebih ajar b ing materi as amp a levels,"{'label': 'neutral', 'score': 0.466683566570282}",neutral,0.466683566570282
1856109876164079827,Tue Nov 12 14:06:15 +0000 2024,0,apasih malah ribet jadinya menangis banget jadi orang tua dari anak yang ikut kurikulum merdeka,1856337716562276541,,gadisssmelayu,in,Indonesia,0,0,0,https://x.com/angellasvydn_/status/1856337716562276541,1131158671851868161,angellasvydn_,2024-12-06 16:30:44.672336,apasih malah ribet jadinya menangis banget jadi orang tua dari anak yang ikut kurikulum merdeka,apasih ribet menangis orang tua anak kurikulum merdeka,apasih ribet tangis orang tua anak,apasih ribet menang orang tua anak kurikulum merdeka,"{'label': 'negative', 'score': 0.9989317059516907}",negative,0.9989317059516907
1856336257556914356,Tue Nov 12 14:00:43 +0000 2024,0,kegiatan ini diharapkan memberikan wawasan baru bagi para siswa dalam memahami konsep ekonomi berkelanjutan yang semakin relevan kurikulum merdeka. siswa dapat menyadari pentingnya menjaga lingkungan sekaligus memanfaatkan potensi alam dengan cara,1856336325441663261,,balitbangdias,in,"Pancoran Mas, Indonesia",0,1,0,https://x.com/balitbangdias/status/1856336325441663261,3000307226,balitbangdias,2024-12-06 16:30:44.672336,kegiatan ini diharapkan memberikan wawasan baru bagi para siswa dalam memahami konsep ekonomi berkelanjutan yang semakin relevan kurikulum merdeka. siswa dapat menyadari pentingnya menjaga lingkungan sekaligus memanfaatkan potensi alam dengan cara,kegiatan diharapkan wawasan siswa memahami konsep ekonomi berkelanjutan relevan kurikulum merdeka. siswa menyadari menjaga lingkungan memanfaatkan potensi alam cara,giat harap wawas siswa paham konsep ekonomi relevan . siswa sadar jaga lingkung manfaat potensi alam,giat harap wawas siswa paham konsep ekonomi lanjut relevan kurikulum merdeka siswa sadar jaga lingkung manfaat potensi alam cara,"{'label': 'neutral', 'score': 0.6526913046836853}",neutral,0.6526913046836853
1856109876164079827,Tue Nov 12 13:52:48 +0000 2024,0,tapi benar sih konsepnya memang kayak yang kurikulum merdeka aku dulu diajari ibukku juga begitu,1856334332186788063,,gadisssmelayu,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/eun_hyerim/status/1856334332186788063,994018894498033665,eun_hyerim,2024-12-06 16:30:44.672336,tapi benar sih konsepnya memang kayak yang kurikulum merdeka aku dulu diajari ibukku juga begitu,tapi konsepnya kayak kurikulum merdeka diajari ibukku begitu,konsep kayak ajar ibuk,tapi konsep kayak kurikulum merdeka ajar ibukku begitu,"{'label': 'positive', 'score': 0.5505040884017944}",positive,0.5505040884017944
1856225482624401732,Tue Nov 12 13:45:25 +0000 2024,0,padahal waktu sekolah dulu enggak pakai kurikulum merdeka ya.... kok kayak begini sih.....,1856332475406090548,,CNNIndonesia,in,Ada di JKT,0,0,0,https://x.com/BagasBayu/status/1856332475406090548,68867994,BagasBayu,2024-12-06 16:30:44.672336,padahal waktu sekolah dulu enggak pakai kurikulum merdeka ya.... kok kayak begini sih.....,padahal sekolah pakai kurikulum merdeka kayak ,sekolah pagai kayak,padahal sekolah pakai kurikulum merdeka kayak,"{'label': 'negative', 'score': 0.9927887320518494}",negative,0.9927887320518494
1856331144624779389,Tue Nov 12 13:40:08 +0000 2024,0,bagaimana ya tanggapannya soal kurikulum merdeka ini ..,1856331144624779389,,,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/ariswinanto1/status/1856331144624779389,536279249,ariswinanto1,2024-12-06 16:30:44.672336,bagaimana ya tanggapannya soal kurikulum merdeka ini ..,bagaimana tanggapannya kurikulum merdeka ,tanggap,bagaimana tanggap kurikulum merdeka,"{'label': 'neutral', 'score': 0.9917089343070984}",neutral,0.9917089343070984
1856330894489083982,Tue Nov 12 13:39:08 +0000 2024,0,kurikulumnya dulu sih &amp; kita ini terlalu banyak mata pelajaran. bisa mencontoh ke finlandia singapura yang lebih fleksibel. kurikulum merdeka juga cuma nama doang tapi tetap pakai broad and shallow enggak deep narrow. deep narrow cocok untuk sekarang.,1856330894489083982,,,in,"Bandung, Urk",0,1,0,https://x.com/merapalriuh/status/1856330894489083982,715717477229928448,merapalriuh,2024-12-06 16:30:44.672336,kurikulumnya dulu sih &amp; kita ini terlalu banyak mata pelajaran. bisa mencontoh ke finlandia singapura yang lebih fleksibel. kurikulum merdeka juga cuma nama doang tetapitetap pakai broad and shallow enggak deep narrow. deep narrow cocok untuk sekarang.,kurikulumnya amp; mata pelajaran. mencontoh finlandia singapura fleksibel. kurikulum merdeka nama tetapitetap pakai broad and shallow deep narrow. deep narrow cocok ,kurikulumnya amp ; mata pelajar . contoh finlandia singapura fleksibel . nama tetapitetap pagai broad and shallow deep narrow . deep narrow cocok,kurikulum amp mata ajar contoh finlandia singapura fleksibel kurikulum merdeka nama tetapitetap pakai broad and shallow deep narrow deep narrow cocok,"{'label': 'positive', 'score': 0.9019801020622253}",positive,0.9019801020622253
1855850200562270703,Tue Nov 12 13:36:59 +0000 2024,0,kurikulum anak sekarang saja ngawur mau di tambah codingan. rapihin dulu mending merdeka yang enggak jelas,1856330353214140913,,tempodotco,in,"Jakarta Timur, DKI Jakarta",0,0,0,https://x.com/Rhmwns_/status/1856330353214140913,1209497495396442112,Rhmwns_,2024-12-06 16:30:44.672336,kurikulum anak sekarang saja ngawur mau di tambah codingan. rapihin dulu mending merdeka yang enggak jelas,kurikulum anak ngawur codingan. rapihin mending merdeka jelas,anak ngawur coding . rapihin mending,kurikulum anak ngawur codingan rapihin mending merdeka jelas,"{'label': 'negative', 'score': 0.9993011951446533}",negative,0.9993011951446533
1856328838235537417,Tue Nov 12 13:30:58 +0000 2024,2,memang seharusnya anak-anak paham konsep penjumlahan dan nilai tempat. supaya tahu nyimpan pinjam itu dapetnya dari mana. makna operasi hitung juga harus paham. kurikulum merdeka wins ini this case,1856328838235537417,,,in,"Malang, Jawa Timur",0,0,0,https://x.com/listyantidewi/status/1856328838235537417,1793234531774058496,listyantidewi,2024-12-06 16:30:44.672336,memang seharusnya anak-anak paham konsep penjumlahan dan nilai tempat. supaya tahu nyimpan pinjam itu dapetnya dari mana. makna operasi hitung juga harus paham. kurikulum merdeka wins ini this case,memang anak-anak paham konsep penjumlahan nilai nyimpan pinjam dapetnya makna operasi hitung paham. kurikulum merdeka wins this case,anak paham konsep nilai nyimpan pinjam dapet nya makna operasi hitung paham . wins this case,memang anak paham konsep jumlah nilai nyimpan pinjam dapetnya makna operasi hitung paham kurikulum merdeka wins this case,"{'label': 'negative', 'score': 0.5797593593597412}",negative,0.5797593593597412
1856109876164079827,Tue Nov 12 13:29:32 +0000 2024,0,untuk yang ini saya sebagai guru lebih setuju kurikulum merdeka. anak-anak perlu tau nilai tempat dan makna dari penjumlahan itu seperti apa. apa artinya dijumlah? .. enggak hanya pandai berhitung tapi matematika,1856328478737740092,,gadisssmelayu,in,"Malang, Jawa Timur",0,1,0,https://x.com/listyantidewi/status/1856328478737740092,1793234531774058496,listyantidewi,2024-12-06 16:30:44.672336,untuk yang ini saya sebagai guru lebih setuju kurikulum merdeka. anak-anak perlu tahunilai tempat dan makna dari penjumlahan itu seperti apa. apa artinya dijumlah? .. enggak hanya pandai berhitung tetapimatematika,untuk guru setuju kurikulum merdeka. anak-anak tahunilai makna penjumlahan dijumlah? .. pandai berhitung tetapimatematika,guru setuju . anak tahunilai makna ? .. pandai hitung tetapimatematika,untuk guru tuju kurikulum merdeka anak tahunilai makna jumlah jumlah pandai hitung tetapimatematika,"{'label': 'negative', 'score': 0.692732036113739}",negative,0.692732036113739
1856326071878062444,Tue Nov 12 13:19:59 +0000 2024,0,i guess kurikulum merdeka is better then?,1856326071878062444,,,in,Ariane,0,0,0,https://x.com/agrainofsal/status/1856326071878062444,1767916092012535808,agrainofsal,2024-12-06 16:30:44.672336,i guess kurikulum merdeka is better then?,i guess kurikulum merdeka is better then?,i guess is better then ?,i guess kurikulum merdeka is better then,"{'label': 'negative', 'score': 0.9607221484184265}",negative,0.9607221484184265
1856325539105255739,Tue Nov 12 13:17:52 +0000 2024,3,iki jangan-jane dho sekolah ora tapi? kok logika berpikirnya jungkir jempalik... apa hasil kurikulum merdeka? waton ndue channel yutub ning kurang melek informasi secara utuh angel ... angel.... ambyarrrrr,1856325539105255739,,,in,Bantul Jogjakarta,0,1,1,https://x.com/teguhsd/status/1856325539105255739,3222103262,teguhsd,2024-12-06 16:30:44.672336,iki jangan-jane dho sekolah ora tetapikok logika berpikirnya jungkir jempalik... apa hasil kurikulum merdeka? waton ndue channel yutub ning kurang melek informasi secara utuh angel ... angel.... ambyarrrrr,iki jane dho sekolah ora tetapikok logika berpikirnya jungkir jempalik... hasil kurikulum merdeka? waton ndue channel yutub ning melek informasi utuh angel ... angel.... ambyarrrrr,iki jane dho sekolah ora tetapikok logika pikir jungkir jempalik . . . hasil ? waton ndue channel yutub ning melek informasi utuh angel . . . angel . . . . ambyarrrrr,iki jane dho sekolah ora tetapikok logika pikir jungkir jempalik hasil kurikulum merdeka waton ndue channel yutub ning melek informasi utuh angel angel ambyarrrrr,"{'label': 'negative', 'score': 0.9991300702095032}",negative,0.9991300702095032
1848913811841208619,Tue Nov 12 13:08:26 +0000 2024,0,jadi kurikulum merdeka tuh memaksa murid supaya belajar secara mandiri presentasi sendiri cari materi apa-apa pokoknya sendiri. dan gua ngebahas ini bukan dari mengambil referensi sumber lain tetapi atas pengalaman pribadi di dunia sekolah dan kuliah.,1856323167897432442,,thegreatalfian,in,,0,1,0,https://x.com/thegreatalfian/status/1856323167897432442,1779434532770582529,thegreatalfian,2024-12-06 16:30:44.672336,jadi kurikulum merdeka tuh memaksa murid supaya belajar secara mandiri presentasi sendiri cari materi apa-apa pokoknya sendiri. dan gua ngebahas ini bukan dari mengambil referensi sumber lain tetapi atas pengalaman pribadi di dunia sekolah dan kuliah.,jadi kurikulum merdeka memaksa murid belajar mandiri presentasi cari materi pokoknya ngebahas mengambil referensi sumber pengalaman pribadi dunia sekolah kuliah.,paksa murid belajar mandiri presentasi cari materi pokok ngebahas ambil referensi sumber pengalaman pribadi dunia sekolah kuliah .,jadi kurikulum merdeka paksa murid ajar mandiri presentasi cari materi pokok ngebahas ambil referensi sumber alam pribadi dunia sekolah kuliah,"{'label': 'negative', 'score': 0.9286372661590576}",negative,0.9286372661590576
1856314000679772493,Tue Nov 12 12:47:31 +0000 2024,0,loh kan memang enggak kak guru di kurikulum merdeka tugasnya cuma duduk saja kelas muridnya yang mencari materi sendiri jadi berguna kita itu sebenarnya,1856317905287426481,,aseroruu,in,,0,1,0,https://x.com/asweetnight/status/1856317905287426481,1548571926263910400,asweetnight,2024-12-06 16:30:44.672336,loh kan memang enggak kak guru di kurikulum merdeka tugasnya cuma duduk saja kelas muridnya yang mencari materi sendiri jadi berguna kita itu sebenarnya,loh guru kurikulum merdeka tugasnya duduk kelas muridnya mencari materi berguna sebenarnya,loh guru tugas duduk kelas murid cari materi,loh guru kurikulum merdeka tugas duduk kelas murid cari materi guna benar,"{'label': 'negative', 'score': 0.9982231259346008}",negative,0.9982231259346008
1856315360473202905,Tue Nov 12 12:37:25 +0000 2024,0,ini kurikulum merdeka enggak keitung gua sudah bikin kerajinan apa saja,1856315360473202905,,,in,,0,0,0,https://x.com/acinphobic/status/1856315360473202905,1109602500825374720,acinphobic,2024-12-06 16:30:44.672336,ini kurikulum merdeka enggak keitung gua sudah bikin kerajinan apa saja,ini kurikulum merdeka keitung kerajinan saja,keitung rajin,ini kurikulum merdeka keitung rajin saja,"{'label': 'neutral', 'score': 0.9941754937171936}",neutral,0.9941754937171936
1856312684964393292,Tue Nov 12 12:27:50 +0000 2024,0,masalahnya adalah indonesia harus berbenah dulu dari kacaunya kurikulum merdeka malah langsung jebul kongkon ngoding?! matane bapakmu ngacak acak negoro,1856312949272653827,,extinctoin,in,dnf dni,0,1,0,https://x.com/extinctoin/status/1856312949272653827,1710578363155599360,extinctoin,2024-12-06 16:30:44.672336,masalahnya adalah indonesia harus berbenah dulu dari kacaunya kurikulum merdeka malah langsung jebul kongkon ngoding?! matane bapakmu ngacak acak negoro,masalahnya indonesia berbenah kacaunya kurikulum merdeka langsung jebul kongkon ngoding?! matane bapakmu ngacak acak negoro,indonesia benah kacau nya langsung jebul kongkon ngoding ? ! matane ngacak acak negoro,masalah indonesia benah kacau kurikulum merdeka langsung jebul kongkon ngoding matane bapak ngacak acak negoro,"{'label': 'negative', 'score': 0.9987102746963501}",negative,0.9987102746963501
1856218453495238716,Tue Nov 12 11:15:04 +0000 2024,0,kerja cepat yang diperlukan sekarang apalagi banyak pr di dikdasmen dan bagaimana tentang kurikulum merdeka jangan ikut-ikutan pamer kaya beginian ..,1856294638275178927,,bukupembaharu,in,,0,0,0,https://x.com/adoer_psrahad/status/1856294638275178927,1603719146281537536,adoer_psrahad,2024-12-06 16:30:44.672336,kerja cepat yang diperlukan sekarang apalagi banyak pr di dikdasmen dan bagaimana tentang kurikulum merdeka jangan ikut-ikutan pamer kayakbeginian ..,kerja cepat pr dikdasmen kurikulum merdeka ikutan pamer kayakbeginian ..,kerja cepat pr dikdasmen pamer kayakbeginian . .,kerja cepat pr dikdasmen kurikulum merdeka ikut pamer kayakbeginian,"{'label': 'negative', 'score': 0.6939062476158142}",negative,0.6939062476158142
1856191859720327554,Tue Nov 12 05:39:25 +0000 2024,0,intinya pada mau menyalahkan kurikulum merdeka doang enggak lihat positifnya,1856210166976311712,,yjhgumas,in,,0,0,0,https://x.com/antqromantica/status/1856210166976311712,1261539010595262465,antqromantica,2024-12-06 16:30:44.672336,intinya pada mau menyalahkan kurikulum merdeka doang enggak lihat positifnya,intinya menyalahkan kurikulum merdeka lihat positifnya,inti salah lihat positif,inti salah kurikulum merdeka lihat positif,"{'label': 'negative', 'score': 0.9992589354515076}",negative,0.9992589354515076
1856109876164079827,Tue Nov 12 05:03:12 +0000 2024,1,baru tahu loh kurikulum merdeka begitu,1856201052300967968,,gadisssmelayu,in,"Jawa Tengah, Indonesia",0,0,0,https://x.com/hyaluronicc__/status/1856201052300967968,518418159,hyaluronicc__,2024-12-06 16:30:44.672336,baru tahu loh kurikulum merdeka begitu,baru loh kurikulum merdeka begitu,loh,baru loh kurikulum merdeka begitu,"{'label': 'neutral', 'score': 0.38565728068351746}",neutral,0.38565728068351746
1856197192605987063,Tue Nov 12 04:47:51 +0000 2024,0,asli gue sebagai pengajar sangat mengelus dada dengan kurikulum merdeka ini:'),1856197192605987063,,,in,ca mdni.,0,3,0,https://x.com/wfiplash/status/1856197192605987063,1096387426254110721,wfiplash,2024-12-06 16:30:44.672336,asli sayasebagai pengajar sangat mengelus dada dengan kurikulum merdeka ini:'),asli sayasebagai pengajar mengelus dada kurikulum merdeka ,asli sayasebaia ajar kelus dada,asli sayasebagai ajar elus dada kurikulum merdeka,"{'label': 'positive', 'score': 0.9945281147956848}",positive,0.9945281147956848
1856195195202875483,Tue Nov 12 04:47:05 +0000 2024,8,halah... dengan kurikulum merdeka begini saja sudah mumet kok mau ada kodang koding segala makan siang gratis masih meminta bantuan china gegayaan koding. apa lagi buat itu? memang enggak bayar balik itu bantuan?,1856196996585140318,,mikuroQ,in,"Nebraska, USA",0,1,1,https://x.com/bumbelbi1999/status/1856196996585140318,1366568677592633344,bumbelbi1999,2024-12-06 16:30:44.672336,halah... dengan kurikulum merdeka begini saja sudah mumet kok mau ada kodang koding segala makan siang gratis masih meminta bantuan china gegayaan koding. apa lagi buat itu? memang enggak bayar balik itu bantuan?,halah... kurikulum merdeka mumet ada kodang koding makan siang gratis bantuan china gegayaan koding. bayar bantuan?,halah . . . mumet kodang koding makan siang gratis bantu china gegayaan koding . bayar bantu ?,halah kurikulum merdeka mumet ada kodang koding makan siang gratis bantu china gegayaan koding bayar bantu,"{'label': 'negative', 'score': 0.9993558526039124}",negative,0.9993558526039124
1856192195856085497,Tue Nov 12 04:28:00 +0000 2024,0,soal pjok kelas semester kurikulum merdeka dan kunci jawaban ulangan tahun lewat,1856192195856085497,,,in,Jl Sungai Raya Dalam Kubu Raya,0,0,0,https://x.com/tribunpontianak/status/1856192195856085497,115936810,tribunpontianak,2024-12-06 16:30:44.672336,soal pjok kelas semester kurikulum merdeka dan kunci jawaban ulangan tahun lewat,soal pjok kelas semester kurikulum merdeka kunci ulangan lewat,pjok kelas semester kunci ulang,soal pjok kelas semester kurikulum merdeka kunci ulang lewat,"{'label': 'neutral', 'score': 0.998938262462616}",neutral,0.998938262462616
1856191704711475453,Tue Nov 12 04:26:03 +0000 2024,1,goodbye kurikulum merdeka welcome deep learning transformasi pendidikan dari menteri abdul mu'ti,1856191704711475453,,,in,,0,0,0,https://x.com/RedaksiSastrix/status/1856191704711475453,1828096655683686400,RedaksiSastrix,2024-12-06 16:30:44.672336,goodbye kurikulum merdeka welcome deep learning transformasi pendidikan dari menteri abdul mu'ti,goodbye kurikulum merdeka welcome deep learning transformasi pendidikan menteri abdul mu'ti,goodbye welcome deep learning transformasi didik menteri abdul mu'ti,goodbye kurikulum merdeka welcome deep learning transformasi didik menteri abdul mu ti,"{'label': 'neutral', 'score': 0.9985408782958984}",neutral,0.9985408782958984
1855802161839640791,Tue Nov 12 04:18:47 +0000 2024,0,ini wujud keberhasilan kurikulum &amp; merdeka nya hebat kan. sudah kayak negeri asu,1856189874216599884,,Boediantar4,in,,0,0,0,https://x.com/cosmo_nauts/status/1856189874216599884,35625124,cosmo_nauts,2024-12-06 16:30:44.672336,ini wujud keberhasilan kurikulum &amp; merdeka nya hebat kan. sudah kayak negeri asu,ini wujud keberhasilan kurikulum &amp; merdeka hebat kayak negeri asu,wujud berhasil &amp ; hebat kayak negeri asu,ini wujud hasil kurikulum amp merdeka hebat kayak negeri asu,"{'label': 'positive', 'score': 0.9917968511581421}",positive,0.9917968511581421
1856109876164079827,Tue Nov 12 04:03:02 +0000 2024,0,saya bukan penyanjung kurikulum merdeka tapi yang kanan produk dari juga sudah ada. di sini dtanamkan pentingnya anak mengetahui konsep dan proses di tahap awal. malah bagus kan?,1856185913178767549,,gadisssmelayu,in, PBB (PKU-BKT-BDG),0,1,0,https://x.com/umi_kiray/status/1856185913178767549,1161592965581533184,umi_kiray,2024-12-06 16:30:44.672336,saya bukan penyanjung kurikulum merdeka tetapiyang kanan produk dari juga sudah ada. di sini dtanamkan pentingnya anak mengetahui konsep dan proses di tahap awal. malah bagus kan?,saya penyanjung kurikulum merdeka tetapiyang kanan produk ada. dtanamkan anak konsep proses tahap bagus ,sanjung tetapiyang kanan produk . dtanam anak konsep proses tahap bagus,saya sanjung kurikulum merdeka tetapiyang kanan produk ada dtanamkan anak konsep proses tahap bagus,"{'label': 'positive', 'score': 0.9580476880073547}",positive,0.9580476880073547
1856184045610381498,Tue Nov 12 03:55:37 +0000 2024,0,ini my head i'sama doing kurikulum merdeka version,1856184045610381498,,,in,Indonesia,0,0,0,https://x.com/auliasbrna/status/1856184045610381498,4443503420,auliasbrna,2024-12-06 16:30:44.672336,ini my head i'sama doing kurikulum merdeka version,ini my head doing kurikulum merdeka version,my head doing version,ini my head doing kurikulum merdeka version,"{'label': 'neutral', 'score': 0.9986473917961121}",neutral,0.9986473917961121
1855802161839640791,Tue Nov 12 03:22:20 +0000 2024,0,buah dari kurikulum merdeka,1856175669765689654,,Boediantar4,in,Somewhere in the world,0,0,0,https://x.com/om_abengbeng/status/1856175669765689654,932263052203851777,om_abengbeng,2024-12-06 16:30:44.672336,buah dari kurikulum merdeka,buah kurikulum merdeka,buah,buah kurikulum merdeka,"{'label': 'neutral', 'score': 0.9966163039207458}",neutral,0.9966163039207458
1856170922937594213,Tue Nov 12 03:03:28 +0000 2024,0,speechless melihat freshman angkatan yang baru masuk universitas. enggak paham analisa satuan teori bisa praktek. kayak bingung banget memang separah itu kah kurikulum merdeka? kesian,1856170922937594213,,,in,Jakarta Capital Region,0,0,0,https://x.com/ZulfikarAdrias/status/1856170922937594213,1232975360033161217,ZulfikarAdrias,2024-12-06 16:30:44.672336,speechless melihat freshman angkatan yang baru masuk universitas. enggak paham analisissatuan teori bisa praktikkayak bingung banget memang separah itu kah kurikulum merdeka? kesian,speechless freshman angkatan masuk universitas. paham analisissatuan teori praktikkayak bingung separah kah kurikulum merdeka? kesian,speechless freshman angkat masuk universitas . paham analisissatuan teori praktikkayak bingung separah kah ? kesian,speechless freshman angkat masuk universitas paham analisissatuan teori praktikkayak bingung parah kah kurikulum merdeka kesi,"{'label': 'negative', 'score': 0.9990803003311157}",negative,0.9990803003311157
